Date,S&P500,AAL,ALGT,ALK,DAL,HA,LUV,BCS,CS,DB,GS,MS,WFC,BHC,JNJ,MRK,PFE,RHHBY,UNH,AAPL,AMZN,FB,GOOG,IBM,MSFT
29-04-2020,2939.51001,12.63,83.160004,34.0,27.32,15.65,30.969998999999998,5.52,9.37,7.67,190.029999,40.790001000000004,30.0,18.389999,150.240005,80.769997,38.119999,43.779999,287.649994,71.932503,2372.709961,194.190002,1341.47998,128.690002,177.429993
30-04-2020,2912.429932,12.01,78.480003,32.52,25.91,14.4,31.25,5.29,9.04,7.41,183.419998,39.43,29.049999,18.120001000000002,150.03999299999998,79.339996,38.360001000000004,43.470001,292.47000099999997,73.449997,2474.0,204.71000700000002,1348.660034,125.559998,179.21000700000002
01-05-2020,2830.709961,10.64,73.83000200000001,30.110001,24.120001000000002,12.97,29.23,5.13,8.67,7.15,177.100006,38.400002,27.59,17.16,148.28999299999998,77.66999799999999,37.639998999999996,42.84,284.51001,72.26750200000001,2286.040039,202.270004,1320.609985,121.870003,174.570007
04-05-2020,2842.73999,9.82,70.040001,28.77,22.57,12.98,27.559998999999998,5.0,8.52,7.05,176.029999,38.09,27.35,16.68,148.270004,76.860001,37.619999,44.25,287.540009,73.290001,2315.98999,205.259995,1326.800049,121.68,178.83999599999999
05-05-2020,2868.439941,9.51,68.959999,28.969998999999998,21.709999,12.56,26.42,5.03,8.25,6.97,178.300003,37.98,26.32,16.780001000000002,149.5,78.010002,38.509997999999996,43.709998999999996,293.040009,74.389999,2317.800049,207.070007,1351.109985,122.58000200000001,180.759995
06-05-2020,2848.419922,9.25,66.290001,27.83,21.0,11.69,24.93,4.93,8.13,6.8,176.919998,37.299999,25.610001,17.120001000000002,148.080002,77.120003,38.509997999999996,44.360001000000004,288.769989,75.157501,2351.26001,208.470001,1347.300049,123.16999799999999,182.53999299999998
07-05-2020,2881.189941,9.54,66.230003,28.25,21.68,11.8,25.450001,5.12,8.3,6.99,182.320007,38.810001,25.23,15.87,147.58999599999999,75.599998,36.959998999999996,43.73,285.0,75.934998,2367.610107,211.25999500000003,1372.560059,121.230003,183.600006
08-05-2020,2929.800049,10.14,75.410004,30.0,22.719998999999998,12.91,27.200001,5.27,8.41,7.13,185.389999,40.080002,25.43,16.809998999999998,148.699997,76.400002,37.220001,44.040001000000004,287.0,77.532501,2379.610107,212.350006,1388.369995,122.989998,184.679993
11-05-2020,2930.189941,10.1,73.800003,28.360001,22.01,12.22,26.09,5.06,8.18,6.93,183.16000400000001,39.830002,24.780001000000002,16.879998999999998,149.110001,77.910004,38.099998,44.580002,288.690002,78.752502,2409.0,213.17999300000002,1403.26001,122.589996,186.740005
12-05-2020,2870.1201170000004,9.65,73.199997,26.85,21.030001000000002,11.6,25.24,4.9,8.0,6.91,177.21000700000002,38.419998,24.040001,17.16,147.139999,77.190002,37.360001000000004,44.52,287.700012,77.852501,2356.949951,210.100006,1375.73999,120.260002,182.509995
13-05-2020,2820.0,9.11,77.650002,25.52,19.41,11.5,24.0,4.71,7.73,6.6,171.800003,36.990002000000004,22.530001000000002,16.370001000000002,147.130005,77.889999,37.049999,44.860001000000004,278.0,76.912498,2367.919922,205.100006,1349.329956,115.730003,179.75
14-05-2020,2852.5,9.15,74.389999,26.139999,19.379998999999998,11.47,24.780001000000002,4.76,7.78,6.66,174.449997,37.810001,24.059998999999998,15.95,147.639999,80.050003,37.919998,45.080002,290.609985,77.385002,2388.850098,206.809998,1356.130005,116.949997,180.529999
15-05-2020,2863.699951,9.04,75.510002,25.629998999999998,19.190001000000002,11.16,23.870001000000002,4.71,7.66,6.44,171.869995,37.290001000000004,23.360001,15.74,150.440002,79.779999,37.759997999999996,45.610001000000004,290.959991,76.927498,2409.780029,210.88000499999998,1373.189941,116.980003,183.16000400000001
18-05-2020,2953.909912,9.87,85.550003,29.049999,21.860001,13.31,27.09,5.17,8.47,7.13,181.880005,40.279999,25.41,17.360001,150.520004,79.720001,38.07,45.130001,293.359985,78.739998,2426.26001,213.190002,1383.939941,121.559998,184.91000400000001
19-05-2020,2922.939941,9.64,82.900002,28.66,21.76,12.43,27.690001000000002,5.01,8.31,7.06,177.830002,39.330002,23.950001,17.93,149.020004,77.550003,37.68,44.470001,289.049988,78.285004,2449.330078,216.88000499999998,1373.484985,120.290001,183.630005
20-05-2020,2971.610107,9.87,86.589996,30.26,22.719998999999998,13.11,29.15,5.17,8.55,7.51,181.440002,41.060001,24.52,18.309998999999998,147.679993,76.889999,37.630001,44.93,287.98999,79.807503,2497.939941,229.97000099999997,1406.719971,121.379997,185.66000400000001
21-05-2020,2948.51001,9.89,89.639999,31.84,23.16,13.43,29.6,5.06,8.46,7.36,180.100006,40.299999,24.459999,18.18,146.71000700000002,76.550003,37.259997999999996,44.32,286.910004,79.212502,2446.73999,231.38999900000002,1402.800049,119.120003,183.429993
22-05-2020,2955.449951,9.7,87.5,31.02,22.690001000000002,13.38,28.870001000000002,5.03,8.26,7.32,179.929993,40.130001,24.17,17.76,144.369995,76.370003,37.5,44.700001,289.940002,79.722504,2436.8798829999996,234.91000400000001,1410.420044,118.389999,183.509995
26-05-2020,2991.77002,11.14,101.290001,35.029999,25.65,15.15,32.52,5.44,8.77,8.21,196.059998,43.689999,26.26,18.15,144.559998,77.260002,37.490002000000004,44.130001,294.890015,79.182503,2421.860107,232.19999700000002,1417.02002,121.760002,181.570007
27-05-2020,3036.1298829999996,11.98,109.559998,35.740002000000004,26.32,16.440001000000002,33.66,5.83,9.28,8.68,209.66000400000001,46.860001000000004,27.950001,18.52,144.889999,77.550003,37.41,43.09,303.769989,79.527496,2410.389893,229.13999900000002,1417.839966,125.540001,181.809998
28-05-2020,3029.72998,10.98,105.940002,34.459998999999996,25.66,14.85,32.549999,5.9,9.31,8.51,201.220001,44.400002,27.219998999999998,18.58,146.970001,79.040001,38.18,43.950001,303.97000099999997,79.5625,2401.100098,225.460007,1416.72998,124.529999,181.399994
29-05-2020,3044.310059,10.5,106.550003,34.189999,25.209999,14.43,32.099998,5.66,9.06,8.4,196.490005,44.200001,26.469998999999998,18.48,148.75,80.720001,38.189999,43.349998,304.850006,79.485001,2442.3701170000004,225.08999599999999,1428.920044,124.900002,183.25
01-06-2020,3055.72998,11.11,108.959999,36.110001000000004,26.17,14.99,33.619999,5.99,9.25,8.69,199.929993,44.700001,27.09,19.16,147.190002,79.559998,35.459998999999996,43.43,305.929993,80.462502,2471.040039,231.91000400000001,1431.819946,124.889999,182.830002
02-06-2020,3080.820068,11.22,112.650002,36.200001,26.41,15.88,34.48,5.95,9.59,8.9,204.139999,45.580002,27.4,18.93,148.25,80.839996,36.16,43.799999,306.309998,80.834999,2472.409912,232.72000099999997,1439.219971,126.0,184.91000400000001
